P54727
P17844
P08670
P07737
P16949
O76021
O14776
O95036
O95777
P07437
P10599
O00560
O00567
P05109
O75477
O60264
O75643
P09874
P15153
P04632
P09211
O75179
E9PAU2
O43633
P07741
P11586
P14868
B4E386
P11717
C9JNW5
P18621
P06576
P18124
O00299
P08865
A5YKK6
B4DX78
O43488
P07339
P09668
H0YHG0
O43447
O43809
O00571
P05141
P07384
O00232
O00291
P01857
P15559
P18754
P17858
P12270
O75369
O14979
P04264
P12829
P05388
O75340
A6NKE1
P08621
P08559
P05783
P11387
B4DKZ6
O95372
F2Z393
P04843
P18206
P00491
P07355
P15880
A6NHR9
P09661
P07195
O00231
P04083
O95782
P11166
O00410
P09382
O15145
P04075
P16401
O76003
E9PB61
P13645
P09429
B1AKQ8
O75489
P04818
O14744
O94979
P08243
O14980
O43143
O43324
Q16539
P81274
P37275
Q16637
P18848
Q92830
O75478
Q03164
O75530
O43189
O00512
O14641
O14640
Q8IY92
Q06330
P0C7T5
P54253
P46531
Q8WUW1
Q9NYB9
Q96BD6
Q96IZ0
Q96A44
P08151
Q9Y680
P61964
Q7Z3B3
O00499
Q01196
Q04724
Q15399
P02724
O60603
O15455
O00206
O60602
Q9Y2C9
Q9NYK1
Q9NR97
Q9NR96
Q9BXR5
P01100
P18847
P15336
P17544
P05412
P17275
P17535
O14867
P15408
O75444
Q9Y5Q3
O15525
P35638
P18846
Q16649
P49715
P17676
P49716
P53567
Q68CJ9
P18850
P17861
Q9NS37
Q14494
Q16534
Q16520
Q16621
P56524
P01834
Q12933
O15085
P61586
O00401
P62136
P06731
O60486
P20226
Q8WUM4
Q9GZM8
P43034
O95400
P62913
P38936
P58753
O14862
P26718
P23497
Q8WXG1
O60925
P42224
P12004
Q14141
Q9UHD4
P37231
O43318
Q15223
O95786
P01106
Q13547
P05231
O75360
P15622
P26367
P43365
P50221
P50222
Q02548
Q05086
Q01094
Q92547
P24941
P23508
P29317
P14635
Q05048
P14373
P60228
Q07021
Q13443
P49427
P32780
O95630
Q13114
O75175
O60716
P98082
P0DPB3
P29350
O43543
P78536
Q14451
O14763
O00220
P55196
P49810
P78352
Q13425
Q15303
P30305
P21980
P60953
P30291
P10275
Q13616
O60941
O14543
O15524
O15111
P11274
P27694
P20963
P09619
P49768
O15117
P41236
P36873
O43524
Q12972
Q14765
P28482
P63104
Q9UJY5
P19235
P54259
P16234
P07237
P27797
Q15256
O15287
O15360
Q12983
Q08999
P46013
Q14790
Q14192
Q13683
P26006
O43561
P05107
Q07889
P49418
Q05193
P50570
Q99961
P46939
Q13474
P11532
Q14188
P27361
Q15311
Q8NFH8
P52435
Q99708
P06396
O60880
P07359
P42566
O14807
Q06187
P31994
Q6ZTM8
O14796
Q9Y6C2
P37198
P35658
Q13326
Q14315
P28827
P16284
O43187
P51617
O14514
Q13224
O43639
Q15942
P01138
P42768
P49792
P12694
P12643
O95996
P13647
P19012
P02533
P48995
P98161
P68106
P51532
Q13185
P45973
P27540
P67870
P51812
O14519
P19784
P10398
P46777
P05166
P46199
P15884
P15923
P16144
P18054
P14921
Q9UER7
Q09472
O95835
P14653
O00623
P40855
O75381
O43808
P28288
O60683
O96011
Q07955
P36897
Q12906
Q9NRP7
P10071
O60671
O60921
O14836
Q02223
P04271
P06703
P31949
P23297
P15531
P19838
Q9UMX1
Q13045
P43246
O00750
O00267
P04198
Q8IWL2
P29590
Q15369
O15389
P20138
P01127
O43557
P53992
P52294
P15927
P21860
P61326
P52565
Q13129
Q12967
P68036
P51610
P23025
P33897
O43516
P29459
Q13573
Q96QZ7
P62324
P78543
P09917
P08047
P00846
P03905
P03915
Q5VST9
O75150
Q13416
Q7L523
P84022
P43699
O75436
Q96QK1
Q13596
O60749
P50914
Q13310
P13051
Q15287
Q9H270
Q9H269
Q6P5Z2
A1A4S6
P37173
Q9NPP4
Q06787
P51114
P51116
P43146
Q8N9W6
P33240
Q86U42
Q99684
Q14526
Q96JB3
Q92900
Q9BZI7
Q9H1J1
P01909
Q07817
Q8TEW0
P41743
O75461
P20645
P19878
O15350
O15553
O43559
P24864
P47813
Q01959
P23975
P31645
Q12923
O75074
Q99523
P46937
Q13363
Q9UBU9
Q14118
P32121
P27037
Q06124
P08588
P01112
P08922
Q13490
O14908
O15061
P48357
P55899
P55211
P55210
Q14571
Q8IUQ4
O43255
P21580
O95490
O60241
P22301
O75970
O14936
P18464
P00451
P01903
P31946
Q13643
P07949
Q13285
P11474
P37088
P60842
P22087
P27348
Q8N6Y0
P15863
P23760
Q9UQB8
Q92558
O75914
P49023
O76041
Q15654
P98095
P23284
P62937
O75969
P04085
P37108
O75581
Q16849
Q92932
Q9UH92
Q9NP71
Q99583
Q05195
O15379
Q05513
P07306
P07307
O15245
P27449
Q5VT25
P57740
O60566
Q99836
P48551
O43541
Q9UNS2
P16410
O95251
P26368
P52952
P30408
P78504
Q96RN1
P07992
O15446
Q15020
O75460
Q86VP1
P63279
Q9NYJ8
Q01814
P55884
P08729
Q12799
P53365
P13984
O00327
Q8WYA1
O15516
O75496
O43464
Q16633
Q9Y230
P19429
P01215
Q9NRR5
P20265
P56693
O14503
P29460
Q13418
P42575
O95273
P15172
P01579
P16109
P02647
P21359
P16118
P35557
O60759
Q9H4M9
O43502
O15315
Q2M3C7
Q8TBZ2
O14497
Q9NS23
Q15024
Q9NQT4
Q01780
Q96P20
Q15596
Q13868
O43586
P40238
P10916
Q99972
O43251
P54762
Q16515
P78348
O43542
Q9UIV1
Q9UFF9
O95477
O14508
P25092
P29353
P14672
Q92851
P02774
O14964
P54274
P15924
Q9Y2G2
O00635
P17181
P46821
Q15075
O95405
Q13485
P26045
O15399
P49354
P29016
Q07869
P50502
P62258
P04275
P40879
P13569
Q14185
Q9BXW9
Q9HB96
O00268
Q96B97
P07315
P02489
P02511
P49815
P07766
Q96J02
Q92673
P62877
O15273
Q15370
Q16665
P49917
O60437
Q9BTT4
Q96G25
Q8TD23
P00414
Q9P289
P08253
Q86YW7
P0DN86
P01225
P01222
P01229
P19438
P20248
P36507
P05549
P06756
P25942
P08514
Q969G3
Q96EZ8
Q92769
P62805
P05386
P62277
Q92667
Q86UN6
Q7Z4T9
Q02241
P09936
O60869
Q13541
Q14493
Q8NF91
O75531
P50402
Q15569
Q14191
P54132
O75410
Q5VWK5
Q9H0N5
P39748
Q13838
P11802
Q6P0Q8
Q15628
P01848
P01850
O14713
P10600
P02462
O75144
P52298
Q16385
P60763
Q01850
O14596
P00966
P40692
P55209
P25205
P33991
Q96CA5
Q13415
P24522
O75293
O95257
P52564
Q9Y6R4
Q12846
Q06265
Q9NPD3
O43463
P06401
O43823
O95343
P18615
Q8IXH7
P16157
P29474
Q15291
Q8NEZ4
O60934
P16104
P62834
Q8TB72
Q86YF9
Q86Y13
Q92904
Q8WY44
Q8NFZ5
Q5VWQ8
Q14524
O95819
O43597
P12755
O75077
Q9Y6N9
Q15843
Q9BUJ2
Q9H013
O43172
Q8WXI2
Q96BA8
Q15599
O14649
Q495M9
O43157
P30307
Q8WY64
P20929
P15173
O75886
P51159
Q99697
P35555
P35556
Q8IWZ3
Q9NRI5
Q6VMQ6
P12110
O15372
Q96MT8
Q6ZP82
Q02833
Q15811
P78559
Q8TDR0
P12883
Q96S59
Q9H254
O95613
O43747
O75843
Q9UBF9
O95295
P63244
Q9NPI5
O14602
P28340
O95243
Q9BZL1
Q96B26
Q13615
P25208
O75832
O15520
Q96RU7
P31151
P43351
O43615
O95848
O43482
P15056
P01876
P61024
P67809
Q14103
O95232
O75582
P61978
O75083
P21333
P35579
P02795
P58062
P13640
P16452
O15235
O14976
P06126
P02549
P11277
Q01082
P07196
P18075
P55957
Q8IU60
Q14151
P68032
P68133
Q14896
P05413
P55084
Q13619
P31751
Q15528
A0JLT2
O75586
Q9Y6X8
P12544
P00734
O60663
Q12873
Q8N6P7
Q08334
P45379
O43301
Q5VV43
Q92823
Q5TCQ9
O15056
Q5THJ4
Q8N6C5
Q6VN20
Q14008
O75051
O60290
O15018
O43166
Q9ULB1
O15042
O60343
Q9UPN3
Q5JTH9
Q9NYQ7
Q03001
O75096
Q6PD62
Q9UHC6
O94985
O60318
Q9P2S2
O43150
O94986
Q9UPW8
Q96SN8
Q86UL8
Q8TD84
Q14999
Q92563
Q8IWT3
Q9ULL4
Q9UHV7
Q9ULK4
Q14CM0
Q9H2E6
Q9BX66
Q7Z6J0
A5YM72
Q9HCM3
Q5VU97
Q9C0B7
O60307
O94952
Q9C0A0
Q96CW1
Q92481
Q92754
P38432
P21127
A7KAX9
Q9HAT8
P05362
Q07666
Q99459
Q9UNY4
Q9H078
Q15025
P10244
Q14919
Q9NPI6
Q13162
O15381
O75771
P38919
Q15014
P50281
P28799
O96017
O95271
P30304
P01891
Q13153
Q9ULV1
O94868
P01375
P48023
O43513
Q13503
Q96HR3
Q6P2C8
O95402
O75448
O60244
Q15648
Q71SY5
Q7Z569
P02745
O43521
O00198
Q99741
P62837
Q9UJY1
Q9UBY9
Q16082
Q9NV56
Q9H0E9
O95163
P40425
P36578
A6NC98
O75935
P51965
Q969T4
P61077
Q99942
P49842
O77932
P62310
Q9UK45
P62304
P62316
Q9H9D4
P31689
O95870
O75391
O43257
P15621
P46379
P48634
O15460
P46092
P47897
P25788
O00453
O95670
O00148
P82979
Q13569
P62244
Q96PY6
Q04917
P46100
P49959
Q12888
Q14738
P17301
P26010
P51172
O60784
P68363
P04035
Q9H4G0
Q14643
P84095
Q13564
P17948
Q9NS61
P06127
O95278
Q66K89
Q13043
Q13188
P11161
P43358
O75821
Q00535
O14965
P15018
P25787
P49720
P28065
P40306
P28074
Q5JNW7
P28072
Q99436
P21781
O14599
P80294
P01011
O00244
Q9C0K7
P27448
O43312
O00221
Q9Y6K9
P34931
P62829
O43353
Q9Y572
Q9UHD2
P20333
Q13077
P63261
Q15653
Q13163
Q01201
A7MCY6
Q9H6S1
O15105
P53041
P62979
Q9GZX5
P05113
P32927
Q96FX2
Q96KP1
O15234
Q08117
Q8NEU8
O43612
P30990
P08138
Q12778
Q9H1K0
P01135
Q92835
Q14511
P01374
P55072
Q13882
Q9HC16
O00482
Q96RN5
P23945
Q8WW01
Q6P587
P14550
Q7L1W4
Q8TAE8
P68104
Q8TEM1
Q96NG5
Q96SZ6
O00409
O76064
Q12769
P02792
Q99547
P52888
P60866
Q8N392
Q9BV86
Q13105
P14678
Q15477
O15116
Q96QK8
Q13287
Q9BQY4
P62306
P62312
P49005
P62318
O14966
P25929
Q14181
Q6P2E9
Q8IZH2
Q14839
P48643
Q7Z5K2
P56537
Q9H0D6
P63241
Q7Z3E1
P21964
O95396
Q13148
O95453
P54198
Q6IA69
Q5VT52
P62841
Q99623
Q9GZQ8
P62851
Q9HAU5
Q01629
Q6DKK2
P50479
Q96JN2
Q13111
P26651
P42285
Q15717
O60573
Q9BSI4
Q96AP0
O00255
O75925
Q969J5
Q99732
Q96G27
Q8N114
P31947
Q96PF2
O60516
P41143
P18887
Q9NQ25
Q96DU3
P27701
Q13936
P25815
P78345
O95707
P22307
P60709
P51572
Q9UL45
Q96EV8
P78537
Q9NUP1
Q8TDH9
Q6QNY1
Q6QNY0
P10242
P17081
O00506
Q8N4C6
Q9Y224
O95551
P43355
Q14582
P35226
Q13426
P55789
P30281
Q96KM6
P16885
Q5T7N2
Q06481
O43719
Q86TG7
Q01831
Q8N2W9
Q5RKT7
P49754
P10586
Q13118
O95696
Q7LBC6
Q13438
O94842
P56545
P35580
P55268
Q86U86
Q86XL3
O15084
Q5VU43
O75794
Q8IY97
Q15797
Q92997
Q7Z3T8
Q96BQ5
P45974
Q9Y3C5
Q9H1I8
Q96C32
Q9HCE7
Q6ZVM7
Q9UHD9
Q9NZ52
Q9UJ41
Q96CV9
Q13137
Q03468
O00308
Q9NWF9
Q9UM54
Q9Y2X8
Q9UNA4
Q96GG9
Q8IZ07
Q9H201
P62987
Q9H0M0
Q8IYW5
Q96PU5
P48739
P61968
O43680
O15066
O43679
O94855
O43278
P24468
P57082
Q16557
P08572
Q00341
Q5TF85
Q14204
Q15796
Q00887
P0DML2
P12757
P10644
Q13219
O15230
O60315
P07602
P48556
Q12955
Q13464
P05108
O95071
P30626
Q14974
O60664
P62263
Q15326
P51814
P51003
P10826
O60518
P78524
O94885
O76094
O00257
O43149
P07951
P51522
P15822
P78451
Q9H422
O43294
Q7Z4I7
Q9BQQ3
Q9BZL6
Q05209
O14662
Q9BUZ4
Q15038
Q99717
Q8N0X7
P48307
Q13017
Q9H3M7
P98153
Q15018
Q15428
O15254
Q6ZNA4
Q8IV31
Q13571
Q7LFL8
O75533
Q96T60
P09012
P35711
P69892
Q92736
P54687
Q8WUA2
O60885
Q6AHZ1
O95210
Q15916
Q13608
P55287
Q6UWL2
P53804
Q6UVK1
P43121
P30461
P11047
Q15155
P35916
P16066
Q08174
Q4LDE5
Q16651
P61247
Q16363
Q14669
O15198
P23142
P22670
P46779
P57738
P13987
P11233
O15264
P11465
Q04721
O14686
Q15361
O94973
P15121
Q14671
P28070
O15021
P36508
O60381
O00625
O00303
A0AVT1
A4FU01
Q8TAD8
P18583
Q86Z02
Q8N3Z6
O75864
O95793
O00566
P04899
P43405
Q99497
Q02078
P28062
P46695
Q15554
P35240
Q04637
Q969X5
Q6P1K2
P10114
P49736
O43929
Q14566
O43913
O75419
O00311
O95067
P24385
Q9UBD5
O96020
P42771
P78396
Q5T3J3
Q99728
Q8WVZ9
P21246
Q96D09
Q8WYH8
Q99689
Q9P2H0
P49759
P26641
Q16891
O60383
O75528
P61086
O14645
P35080
P61956
P37837
P12268
Q9NPI1
Q06732
P23511
Q00987
Q12929
P32246
P63172
P49711
Q9BQS6
Q9NZI2
O15047
Q03989
Q13472
O95229
O43264
P22748
P40424
Q9UPT5
P16473
O75674
P02730
P06454
P45983
P15260
P18031
O60674
Q15631
P22626
P08134
Q15669
Q13639
P07550
O75346
O60269
Q8TDZ2
Q8N2Y8
P62820
O14492
P11137
P08575
Q9Y613
O15123
Q8WXD5
P08709
Q16611
P20701
P20591
P46527
P69905
P61081
O43184
P19883
O95633
Q01081
Q01130
Q7Z4G1
O43290
O75952
P06746
Q9UBE0
Q9HC29
P51531
P51681
Q92843
Q13323
Q13794
Q8IY18
Q13617
P35348
P35368
P36894
O00238
P43026
Q8N7H5
Q15233
O95166
O14495
Q05066
Q04656
P49796
P30279
O75554
O15428
O75553
O95704
O00213
O96018
O75815
P48764
Q07912
Q15262
O14522
Q92729
Q13332
P23468
P18433
P23469
P23470
P23471
P23467
Q12913
Q9HD43
Q16827
Q02410
P26441
Q6WCQ1
P20585
Q9H6P5
O75593
P26232
P11309
P08F94
P39060
P19419
O75691
P04745
P02810
P02814
Q16378
P15515
P30048
P02808
P15516
P02763
P41182
Q07002
Q00536
Q12988
O14558
P16444
Q8IXK0
P31269
Q15834
P43364
Q14533
Q8IYI6
Q9HCM9
O00161
Q9C005
Q8IYF3
Q9BQD3
Q96MF2
P54920
O94829
Q14134
Q03426
P47804
Q15102
Q53HV7
Q15013
Q8NEA9
O60568
Q3YEC7
Q16630
O15162
P13994
O75800
Q03393
P36575
P0DPH7
P61457
Q0VDD7
O95967
Q9H446
Q04695
Q86UW9
O14639
Q8IY31
Q96D15
Q8N5R6
Q7Z412
Q8N5Z5
P24278
Q8TBB1
P57077
P17152
Q9UJ83
O15155
Q07352
O43663
O75604
Q13136
P38159
Q15475
P49910
Q96GX9
Q969X0
O60936
Q8N5I3
Q9BV20
P28749
Q53G59
Q96BS2
Q5JSZ5
P20042
P40933
Q7Z7E8
Q86WG3
P63162
P09234
Q6Y7W6
O60894
Q8WYJ6
Q99558
O60341
Q12852
Q5JVS0
Q96I34
P29074
Q7L190
O14530
P17028
O43261
Q13523
P04156
P60510
O00743
O00330
P09622
P29274
P54098
P22314
Q99700
Q99962
Q99963
Q15172
P51817
P30154
P17706
P55085
P47224
P29083
Q12834
Q13257
O43196
O15457
P07858
P02760
P49961
Q96IF1
O75044
O00159
A8MW92
O75164
Q13813
O43155
O75569
O76080
P30530
O14933
P19525
Q02363
P28223
P15104
O96000
P60604
Q8WZ42
Q96RK4
Q96HT8
Q12962
P14784
P31785
O95149
P09919
P24001
O60356
P01584
Q13255
P41235
P26373
Q5S007
O60260
Q99426
O14757
P26196
Q96F86
P01024
P16278
P43320
O00305
P21579
Q8WXG9
Q9Y6M7
O75445
Q14186
O60565
Q9NQB0
P35125
P03897
O14733
O43741
P54619
Q9HBA0
P13498
Q13227
O15304
P33076
P41240
P02766
P42680
Q9ULH1
Q92783
Q14247
O14595
O75899
O14910
Q14161
P52757
O75385
O75368
Q70YC5
P83916
P35354
P46060
Q9Y6H5
P36896
O94850
Q8NEC5
A9UHW6
Q9BZ11
P56559
Q8N111
P30040
O43497
Q9H0L4
Q09013
Q8NEM7
P31150
Q5VSY0
P24592
Q6ZTN6
P21741
Q8WV48
Q9H6J7
Q96BY2
Q13232
P69849
Q7Z3S9
P04181
Q96AQ6
O14917
O95206
P78356
Q8ND90
Q9NRD5
P98175
Q9HCK4
P13521
P10451
Q9H7N4
Q92519
P10746
Q9BTA9
Q8WW38
Q9H9J5
P28676
Q9NWB1
P57723
Q96PU8
Q9BX46
Q9BTF3
Q9UPW5
O75335
Q5VT06
Q7Z2E3
O60336
P02686
O00468
O43439
P52943
O75095
A6BM72
O75420
O75093
A7E2V4
P13637
P23528
P14324
O14901
O15397
P36956
P37235
O75170
P01034
O75354
P22736
P12955
O75626
P41222
O15014
O43306
O00154
P15170
O00339
O43776
P17980
Q8NAK8
Q96EK5
Q8NHU6
O15265
P07942
Q06190
Q14CW9
Q96RK0
O60229
Q16595
Q5VTD9
P07199
Q12805
P98160
P43243
Q5TB27
Q59EK9
P82094
P62760
P39687
O15131
Q15365
P51513
P57052
P84103
O95319
P05129
O00471
Q9P2R6
Q9NP73
Q16610
Q92794
Q93009
Q53GL0
Q01844
Q75LH2
Q5VTB9
Q7L4P6
Q76N89
Q15011
Q86TM6
P42166
Q12816
Q2M1K9
Q6W2J9
Q7Z6G3
Q9BRR6
O95994
P15514
Q56P03
Q8N806
Q969H8
Q9BXJ1
Q06455
P14209
Q15517
P27658
Q14512
P26885
Q7L4I2
Q9H6E4
Q96DN0
O75084
O14764
Q96SL4
Q96D42
P52789
P53816
P01871
Q6GPH6
Q96DA0
P55198
P01160
Q14554
Q9NR12
Q13526
Q9NP55
P45877
P10124
Q13876
Q9NPQ8
Q96GD3
P04279
P05121
O75830
P05408
Q96C03
P48723
P04155
Q969W9
Q13049
Q96IX5
O60844
O95201
P52597
Q92845
O95831
P16383
P53990
Q8IYM9
P28715
P34932
Q96I24
P14317
Q15366
P26599
Q96PK6
Q93062
Q8WVD3
P84101
P35398
Q9NZJ4
Q16594
O15126
O15255
Q8WWW0
Q99932
Q9GZY6
Q96MA1
Q9HAU0
P99999
Q9P2P1
P32243
O43837
Q13772
Q5T6C5
P15374
Q06547
Q969Y2
P57721
O60828
O96006
Q9BQ66
Q9UMX0
Q6GMX4
Q92530
Q6P1W5
Q6ZMZ0
Q16548
P55327
Q16890
Q96J77
Q68E05
P30260
P30793
P30047
P50552
Q9HD42
Q7LBR1
Q08945
Q9Y3E7
Q9H2X6
Q9H444
Q6P1N0
Q9BY43
Q8TEL6
P52746
Q05481
Q9BUL8
Q9NP79
Q96FZ7
Q96EH3
P49454
Q8TCY9
P60002
P53597
Q9BSW7
P63173
Q92664
Q96CF2
Q9UN37
Q9NZZ3
Q9UQN3
P09327
Q06587
Q99496
Q8N488
Q99417
Q13585
P04731
P35269
Q9H221
Q6FI35
Q15054
Q9Y253
P01730
Q92882
Q9H204
Q12774
Q9GZV5
Q5TCZ1
Q14517
P06729
Q86YT6
P61106
P61006
Q00610
P01033
Q96EP0
Q96BR1
O14786
P60880
P23588
P32239
Q12772
Q9NWT6
Q9BZF9
O14879
P08833
O60609
P01583
Q8WXF7
P33176
O15055
O15534
P10997
P01275
O43617
P23510
Q6KC79
O95747
Q7L804
O75154
O75081
Q8WUX9
O14559
O95218
Q99719
Q92599
P29374
Q9H7L9
P53814
Q13023
Q99996
Q01484
O95376
Q96G01
Q92994
Q86XK3
Q63HM2
O15442
Q14094
Q9BZD4
Q96JB5
P10909
Q5KU26
Q9BZJ0
Q13561
Q155Q3
Q99615
Q16555
Q14195
Q567U6
Q9HCM1
Q13439
P12081
Q5SW79
Q14687
Q6AI39
Q6ZU52
O94915
Q9H7U1
Q3V6T2
Q9C0D2
Q8IX03
O14782
